"city","description","neighbourhood_cleansed"
"Melbourne","Enjoy all that Melbourne has to offer with this centrally located private room (and bathroom!) at the city end of Carlton.<br /><br />Located just a few blocks walk from Melbourne Central train station, Lygon St, Queen Victoria Markets, and the lush Carlton Gardens. <br /><br />If walking isn’t for you, a number of tram routes operate along Swanston St (right at the top of the laneway the apartment is situated on), to make accessing all of the city and it’s surrounds easy as can be!","Melbourne"
"Melbourne","It’s shared house and you will have access to 2 rooms<br /><br />House rules:<br />No smoking or alcohol <br />No meat<br />No cooking","Casey"
"Melbourne","Kick back and relax in this calm, stylish space.","Wyndham"
"Melbourne","New listing special!! <br />Free carpark! Right opposite Southern Cross Station & Skybus termimal & Etihad stadium.<br />Queen size bed in both rooms & 1 comfy sofa bed in living room+heating&cooling. Free access to Pool/Gym/Rock Climbing. Free wifi! The apartment is 60sqm with balcony. It's perfect and ideal for 4, fits 6. Fully equipped kitchen with some cooking essentials.","Melbourne"
"Melbourne","This apartment has everything you'll need for a luxurious Melbourne getaway! It is above Level 70 with amazing unblock Port Phillip Bay and Docklands Harbour view! You could see evening glow (in good weather), stunning night views, and fireworks on New Year's Eve! <br /><br />Whether you're in town for a weekend getaway or a longer stay, this apartment offers the perfect base for exploring all that Melbourne has to offer.","Melbourne"
"Melbourne","Large Two Bedroom Townhouse located within the lush and leafy Willsmere Estate. The estate has a resort style feel thanks to the 25 acres of landscaped gardens and recreational facilities. Timber floorboards flow throughout an open plan Living and Dining domain and cleverly placed central Kitchen. Willsmere is located within 15 minutes drive of Melbourne CBD however is quiet, safe and peaceful due to its large open areas, secure gated access and parkland surroundings.","Boroondara"
"Melbourne","The whole group will be comfortable in this spacious and unique space.","Melton"
"Melbourne","Relax with the whole family (or no children) at this cosy vintage cabin, a short stroll from town, along the river trails.<br /><br />This is the place to escape from busy everyday life and enjoy the delights of Warburton, basking in the spring sunshine and blossom trees. Renovated and well equipped - including linen, bathroom and pantry basics, wifi and heating. Enjoy a chat on the sunny back deck with the friendly parrots and kookaburras, or relax in front of the woodburning stove.<br /><br />Have you booked yet?","Yarra Ranges"
"Melbourne","Welcome to Brunswick East Commons Lodge<br />Experience the heart of vibrant Brunswick East at our self-service, community-focused lodge. Perfect for travelers and professionals, enjoy stylish rooms, modern amenities, and a warm, homely vibe. Whether you're exploring Melbourne or working remotely, Brunswick East Commons Lodge offers the ideal base in a creative, connected neighborhood.","Moreland"
"Melbourne","** if this is listed as “entire place” that means I am away and the entire unit will be for rent**<br /><br />This stylish place to stay is perfect for any trip. <br /><br />With your own ensuite bathroom and balcony, you’ll have complete privacy if preferred… Or if you’re open to a chat then so am I ☺️<br /><br />Only 10 minutes from the airport, 20 minutes to the city, a 10 minute walk to the train, and a 10 minute walk one of the best cafes (my favorite), you can see why this is a well sought after area to live","Moonee Valley"
"Melbourne","1BR apartment in Melbourne CBD, ideal for couples or solo travellers. Walk or tram (10–15 mins) to Queen Vic Market, RMIT, Melbourne Central, Lygon Street, Chinatown, and major hospitals. Tram stop at the door with easy access to Flinders St, Southbank, Docklands, and MCG. Includes a double bed, kitchen, bathroom, Wi-Fi, pool, gym, sauna, laundry facilities, paid secure parking (on request), and on-site café. A comfortable base for work, study, or leisure stays.","Melbourne"
"Melbourne","5 REASONS TO BOOK: <br />Huge undercover entertainment area wood fireplace and TV <br />8 person outdoor spa <br />5 bedrooms, 2.5 bathrooms <br />Pet friendly <br />Wifi, Smart TVs and Netflix","Frankston"
"Melbourne","Fly in to feel at home in our fresh new Brunswick accommodation haven. Cruise into your fully equipped apartment in Brunswick Melbourne with easy-breezy digital check-in. Indulge in delicious Chifa cuisine at our on-site restaurant, Casa Chino, and explore all the eclectic flavours of Brunswick that surround us. Enjoy the perfect blend of style and convenience in our premium accommodation in Brunswick, Melbourne creates a trendy backdrop for your stay.","Moreland"
"Melbourne","Stunning apartment with fantastic city views situated in the heart of Port Melbourne only minutes to the beach, Bay Street dining and cafes, trams to the CBD and Melbourne attractions. Offering 2 bedrooms, open plan kitchen/dining/living area and modern central bathroom with Euro laundry. Other features include beautiful hardwood floors, split system heating/cooling to the living area, stone bench tops, plus an amazing outdoor setting that will have you relaxing on the balcony.","Port Phillip"
"Melbourne","Your family will be close to everything when you stay at this centrally located place. <br /><br />Brighton beach, Chadstone Shopping Centre & Huntingdale Golf Course within minutes. Strip of cafes, bakeries, supermarkets & pubs all accessible as soon as you exit the apartment building.<br /><br />City views from main enclosed balcony.<br /><br />Trains & Buses all within walking distance & Melbourne CBD is easily accessible.","Glen Eira"
"Melbourne","This special place is close to everything, making it easy to plan your visit.","Melbourne"
"Melbourne","Tranquil 3-bedroom haven near Melbourne Airport. European-inspired design with cozy charm. Nestled beside nature reserve with river and trails. Fully equipped kitchen, spacious lounge, and smart TV. Master bedroom with ensuite, two additional bedrooms. Modern bathroom with eco-friendly amenities. Outdoor patio with BBQ. Perfect for exploring Melbourne's vibrant scene or day trips to Great Ocean Road. Easy access to public transport and major roadways.","Hume"
"Melbourne","This beautiful apartment is just metres from the vibrant cafes, bars and restaurants of St Kilda  - and a short walk from the beach!<br /><br />The modern, open plan apartment is tastefully decked out with brand new furniture, and includes all amenities.<br /><br />The bright main living area fully opens to the spacious balcony which features a lovely outdoor dining area.<br /><br />Warning - although there is free parking on the street, I cannot guarantee you will find one every time :)","Port Phillip"
"Melbourne","Si family home is located in the southeast of Melbourne narre warren, a very beautiful and quiet neighborhood, new furniture, TV equipped with netflix in English and Chinese, the Internet speed TPG NBN network is very fast, 20 minutes walk to the Casey shopping center, Melbourne's second largest shopping center is only 10 minutes drive, to Dandenong market to buy food only 20 minutes drive, Melbourne's most famous Philip Penguin Island is only 1 hour drive, the most famous Mornington Peninsula hot spring in Australia is 50 minutes drive.","Casey"
"Melbourne","Welcome to this modern apartment on La Trobe Street, Melbourne CBD. Superb location, only 2-minute walk to Melbourne Central Railway Station, Woolworths supermarket and major shopping centres. La Trobe Street and Elizabeth Street tram stops are just on your doorstep. Enjoy a 5-minute leisure stroll towards Flagstaff Gardens or a 6-minute walk to the renowned Queen Victoria Market. This apartment will be your perfect base to have a pleasant stay in The World’s Most Liveable City!","Melbourne"
