"city","description","neighbourhood_cleansed"
"NYC","This apartment is located ground floor (half basement) and it is 5-6min from subway ""Inwood-207st"" station A Line .<br /><br />The apartment is renovated in 2019 and we are the first tenant in this unit.<br /> <br />This is 6bedroom 2bathroom apartment. You will share 1 bathroom with 2 other rooms and you can use the other bathroom as emergency bathroom. You also share kitchen 5 other rooms.","Inwood"
"NYC","We are the community-oriented Coliving company that offers the easiest way to rent your room or bed, with the possibility to move in even within a few hours after booking. We offer the most affordable prices with great quality of service and it's the best value for money.","Harlem"
"NYC","Very sunny one bedroom that is pin-drop quiet as it faces the courtyard. Cozy, yet spacious. Ample closet space, including a walk-in which is for the guest to use. Renovated, stocked kitchen with all appliances. Large dining room table (not pictured). The bathroom features a brand new bathtub. The bedroom has a TV with Hulu, Netflix, and Prime, big, bright windows and a very comfy queen bed and chair. Layout is a bit different than pictures, more books, space, and shelves. <br /><br />Ask about pets.","Crown Heights"
"NYC","Beatiful, modern appt. excellent location, only one stop away from Manhattan (EMG7trains).<br />Terrace, garage spot, gym, laundry, bike room.","Long Island City"
"NYC","Welcome to your private room in Richmond Hill, Queens! This cozy space is perfect for solo travelers looking for a comfortable and affordable stay with easy access to public transportation and essential amenities.","Richmond Hill"
"NYC","It's Coney Island!  Enjoy the summer in this cozy apartment located just a few steps from the boardwalk and beach!  Visit the brand new Ford Amphitheater, where you can take in a concert.  Stroll down the boardwalk to all rides and amusements, including the legendary Cyclone and Wonder Wheel.  Take in a ballgame at the MCU Stadium, home of the Brooklyn Cyclones.  What better way to spend some time this summer than to stay at this wonderful beach cabana!  Great for couples and solo adventurers!","Coney Island"
"NYC","Experience the best of New York City in our cozy Upper West Side apartment, located just a 2-minute walk from Central Park and the subway. Designed with a modern traveler in mind, it features a work-friendly desk with a monitor, a welcoming coffee and tea station, and a kitchen equipped with everything you need. The convenience of an in-unit washer dryer and hi speed Wifi. It's the perfect urban retreat for both productive workdays and home base to explore NYC. One person per room only.","Upper West Side"
"NYC","This studio is ground floor and conveniently located 1 block from the Lexington line!  Also, the outdoor space is only shared with 1 other tenant, and makes a nice private escape from the busy NYC streets. Perfect crash pad for busy days!","Midtown"
"NYC","Welcome to our spacious Brooklyn home, where comfort meets convenience in a family-friendly setting. With three serene bedrooms, 1.5 bathrooms, and easy access to New York City's transportation hubs, our home is the perfect base for families or groups looking to explore the city while enjoying the comforts of a home away from home.","East Flatbush"
"NYC","Cozy room (in 4BR)<br />If you stay for 3 months or over, rent is $750/mth inc Utilities! Just ask feel free:) <br /><br />4BR apartment 1 female 2 males Japanese living in.<br />We're very welcome Even you would stay a week!<br />we wish you have a wonderful time in NYC:)<br /><br />Thẍ*","Flatbush"
"NYC","Quiet and safe block full of European shops, bars and restaurants. Fully equipped kitchen and renovated bathrooms.","Ridgewood"
"NYC","Our plc is located in a safe neighborhood in Queens, NYC close to midtown Manhattan and LGA airport. Subway is half block walk. Room is suitable for one person. We keep our home clean and are friendly people. You may use the kitchen for light cooking only & outdoor to relax.","Woodside"
"NYC","This newly renovated and spacious home is in historic townhouse in Crown Heights Brooklyn. Located 4 mins away from the nearest subway station, it's a quick 15-20 minute subway ride to Downtown Manhattan and 15minute walking to famous 770 Eastern Parkway. The apartment has been fully renovated, and has new appliances and furniture, brand new kitchen and bathrooms with washer and dryers.","Crown Heights"
"NYC","This is an entire private studio space that is quiet and cozy and in the heart of great restaurants, grocery stores, bars, shopping, etc, all within walking distance, and the 1, 2, 3 B, D, C trains are all a couple blocks away.<br /><br />The unit contains a comfortable twin size bed, a large dresser, a desk/chair, heater, TV,  a remodeled and spacious bathroom, a kitchen with a stove top, refrigerator, sink, microwave, pots, pans, toaster, coffee machine, plates, silverware, glasses, mugs, etc.","Upper West Side"
"NYC","Blocks from new Columbia University Manhattanville Campus. <br />Safety with great transportation options: 4 metro stops from Times Square on the #A. The M4 bus on Broadway, half a block from my apt., will leave you at the Met Museum door & the Museum Mile.<br />Picturesque views of the Hudson River while you walk & jog, one block west.","Harlem"
"NYC","Bright bedroom 120 sq ft size. Room has a HD TV, dresser, desk, chair, bed, Wifi and a closet. Gym and access to rooftop<br />Cross streets are West 108th St and Broadway. <br />Washer / dryer, 2 bathrooms.<br />5 min to 1 train, 9 min to B train, 22 min to midtown Manhattan.<br />Restaurants, cafes, bars, salons are 1 - 3 minute walk,<br />Close to Columbia University, Central Park, Riverside Park as well as 1, B, and C subway lines<br />- Preparation fee: $175 (One-time: inspection, cleaning and admin cost)","Upper West Side"
"NYC","Newly furnished 1BR apartment located in one of the very best neighborhoods in NYC at Murry Hill /Kips Bay and walk distance to amazing Gramercy Park! Walk to Union Square, Madison Square Park, NYU and so much more! The area is surrounded by great restaurants, bars and shops. Additionally, the area is well-served by public transportation, making it easy to get to other parts of the city.","Kips Bay"
"NYC","Great location: 1 Block walk to F Subway train station 169th Street, lots of buses, 24-hour restaurants, shops, banks, taxi booths, mosques, temples, churches, Park, etc.  20 Minutes drive from JFK and LaGuardia Airports.<br />PLEASE NOTE: <br />1. NO smoking (cigarettes, weed, hookahs, Shishas)<br />2. NO pets<br />3. NO events/partying<br />4. NOT a child-friendly space, so please do not book if you have children below 12 years old.","Jamaica Hills"
"NYC","Located on Upper East Side: Steps away from Central Park- one of New York’s greatest attractions and is just three blocks to the express 4, 5 and 6 subway line. Tons of great restaurants around the area and fun activities to do such as exploring the Metropolitan Museum at of Arts and The Guggenheim.","Upper East Side"
"NYC","Stay in a peaceful, comfortable room inside a historic cast-iron building located at the corner of Broadway and Canal Street. You’ll be steps from SoHo, Tribeca, Chinatown, Little Italy, and the NYU area. The Canal Street subway station—right at the entrance—provides quick access to the N, Q, R, J, and 6 trains, making it easy to explore the rest of NYC. Enjoy hotel-style comfort, strong Wi-Fi, secure entry, and a convenient central location.","Chinatown"
"NYC","Large and spacious bedroom in a 2 bedroom apartment. Queen bed. Close to trains, buses, Prospect park, Grand Army Plaza, & The Barclay center.  Full kitchen, private bathroom with a stand up shower. Mini-fridge in room. Use of kitchen & utensils.","Crown Heights"
"NYC","Well designed and comfortable one bedroom apartment in the heart of East Village close to all cool restaurants, bars, shops and all subways 6, B,D, F, L, M, R, W.  It is a perfect place for you to experience the real NYC.","East Village"
"NYC","Before you book this place please read the house rules and descriptions fully! Thank you<br /><br />Amazing location! <br />Great for people who wants to be in Center of Manhattan. The apartment is very cozy and super quiet. Th kitchen is big enough to prepare meals and breakfast. The bed queen size bed and it is firm and comfortable.","Midtown"
"NYC","Oversized studio apartment right by Central Park! Hiking trails with waterfalls and beautiful lake close by in the park. Close to the Resevoir. Convenient for shopping-Whole Foods, Bareburger, Models, TJ Max, Nail Salon nearby. My place is perfect for couples, solo adventurers, and business travelers.","Upper West Side"
"NYC","Family friendly 1,100 sq. ft 2 bedroom 1.5 bath apt in the heart of Greenwich Village! Doorman building w/ amenities including a rooftop pool. 30th floor apt overlooking the West Village & the Hudson River. Welcoming balcony w/ seating & unobstructed views from the Empire State Building to the Freedom Tower. A few blocks away from Washington Square Park, SoHo, and Union Square. Great for couples and families with kids (we have two cribs!). Please do reach out if you have specific dates in mind!","Greenwich Village"
